time 	 generated degree 	 dcx value
214	80	6.01969e-72
215	25	4.68271e-70
216	6	1.36976e-67
217	27	3.46022e-70
218	85	4.933e-72
219	12	8.60807e-69
220	54	2.41912e-71
221	86	4.75019e-72
222	55	2.26059e-71
223	7	7.39849e-68
224	50	3.22145e-71
225	56	2.11547e-71
226	17	2.15296e-69
227	11	1.21773e-68
228	62	1.46045e-71
229	50	3.22145e-71
230	44	5.21846e-71
231	86	4.75019e-72
232	81	5.77652e-72
233	13	6.25762e-69
234	1	1.77205e-64
235	76	7.1528e-72
236	66	1.16791e-71
237	33	1.57935e-70
238	65	1.23304e-71
239	16	2.7392e-69
240	29	2.61484e-70
241	78	6.55175e-72
242	87	4.57715e-72
243	70	9.49465e-72
244	89	4.25792e-72
245	27	3.46022e-70
246	64	1.30318e-71
247	42	6.23057e-71
248	79	6.27772e-72
249	20	1.13022e-69
250	88	4.41326e-72
251	31	2.01488e-70
252	24	5.49957e-70
253	58	1.8602e-71
254	18	1.71599e-69
255	18	1.71599e-69
256	35	1.25683e-70
257	25	4.68271e-70
258	22	7.75263e-70
259	29	2.61484e-70
260	85	4.933e-72
261	10	1.78098e-68
262	59	1.74779e-71
263	82	5.54718e-72
264	50	3.22145e-71
265	39	8.27681e-71
266	52	2.78276e-71
267	34	1.40638e-70
268	31	2.01488e-70
269	6	1.36976e-67
270	45	4.79166e-71
271	30	2.29013e-70
272	69	9.98463e-72
273	54	2.41912e-71
274	25	4.68271e-70
275	18	1.71599e-69
276	63	1.37881e-71
277	87	4.57715e-72
278	49	3.47485e-71
279	74	7.83415e-72
280	28	3.00015e-70
281	12	8.60807e-69
282	25	4.68271e-70
283	78	6.55175e-72
284	59	1.74779e-71
285	2	1.1077e-65
286	1	1.77205e-64
287	8	4.34016e-68
288	20	1.13022e-69
289	55	2.26059e-71
290	18	1.71599e-69
291	5	2.83874e-67
292	47	4.06486e-71
293	22	7.75263e-70
294	38	9.14696e-71
295	5	2.83874e-67
296	56	2.11547e-71
297	8	4.34016e-68
298	62	1.46045e-71
299	54	2.41912e-71
300	59	1.74779e-71
301	40	7.50996e-71
302	85	4.933e-72
303	79	6.27772e-72
304	48	3.75484e-71
305	19	1.38486e-69
306	43	5.69564e-71
307	59	1.74779e-71
308	21	9.31777e-70
309	33	1.57935e-70
310	14	4.65872e-69
311	89	4.25792e-72
312	22	7.75263e-70
313	8	4.34016e-68
314	27	3.46022e-70
315	63	1.37881e-71
316	40	7.50996e-71
317	44	5.21846e-71
318	70	9.49465e-72
319	76	7.1528e-72
320	81	5.77652e-72
321	60	1.64424e-71
322	60	1.64424e-71
323	74	7.83415e-72
324	30	2.29013e-70
325	80	6.01969e-72
326	2	1.1077e-65
327	14	4.65872e-69
328	14	4.65872e-69
329	59	1.74779e-71
330	40	7.50996e-71
331	81	5.77652e-72
332	1	1.77205e-64
333	60	1.64424e-71
334	41	6.83192e-71
335	38	9.14696e-71
336	33	1.57935e-70
337	47	4.06486e-71
338	36	1.12698e-70
339	57	1.98241e-71
340	49	3.47485e-71
341	89	4.25792e-72
342	21	9.31777e-70
343	54	2.41912e-71
344	12	8.60807e-69
345	42	6.23057e-71
346	28	3.00015e-70
347	30	2.29013e-70
348	65	1.23304e-71
349	53	2.59259e-71
350	36	1.12698e-70
351	52	2.78276e-71
352	72	8.60933e-72
353	78	6.55175e-72
354	15	3.54041e-69
355	46	4.40892e-71
356	16	2.7392e-69
357	54	2.41912e-71
358	69	9.98463e-72
359	81	5.77652e-72
360	4	6.92736e-67
361	60	1.64424e-71
362	56	2.11547e-71
363	29	2.61484e-70
364	9	2.71188e-68
365	35	1.25683e-70
366	70	9.49465e-72
367	38	9.14696e-71
368	47	4.06486e-71
369	28	3.00015e-70
370	34	1.40638e-70
371	6	1.36976e-67
372	53	2.59259e-71
373	63	1.37881e-71
374	88	4.41326e-72
375	74	7.83415e-72
376	83	5.33072e-72
377	31	2.01488e-70
378	40	7.50996e-71
379	49	3.47485e-71
380	56	2.11547e-71
381	64	1.30318e-71
382	11	1.21773e-68
383	44	5.21846e-71
384	13	6.25762e-69
385	82	5.54718e-72
386	55	2.26059e-71
387	15	3.54041e-69
388	50	3.22145e-71
389	41	6.83192e-71
390	85	4.933e-72
391	15	3.54041e-69
392	74	7.83415e-72
393	23	6.50464e-70
394	85	4.933e-72
395	9	2.71188e-68
396	3	2.18861e-66
397	41	6.83192e-71
398	79	6.27772e-72
399	4	6.92736e-67
400	34	1.40638e-70
401	17	2.15296e-69
402	63	1.37881e-71
403	36	1.12698e-70
404	22	7.75263e-70
405	71	9.03708e-72
406	50	3.22145e-71
407	24	5.49957e-70
408	24	5.49957e-70
409	86	4.75019e-72
410	63	1.37881e-71
411	77	6.84299e-72
412	67	1.10735e-71
413	42	6.23057e-71
414	34	1.40638e-70
415	7	7.39849e-68
416	78	6.55175e-72
417	74	7.83415e-72
418	71	9.03708e-72
419	23	6.50464e-70
420	3	2.18861e-66
421	32	1.78029e-70
422	48	3.75484e-71
423	45	4.79166e-71
424	77	6.84299e-72
425	56	2.11547e-71
426	86	4.75019e-72
427	35	1.25683e-70
428	40	7.50996e-71
429	89	4.25792e-72
430	31	2.01488e-70
431	8	4.34016e-68
432	25	4.68271e-70
433	24	5.49957e-70
434	2	1.1077e-65
435	1	1.77205e-64
436	51	2.99162e-71
437	43	5.69564e-71
438	20	1.13022e-69
439	17	2.15296e-69
440	83	5.33072e-72
441	3	2.18861e-66
442	43	5.69564e-71
443	80	6.01969e-72
444	80	6.01969e-72
445	20	1.13022e-69
446	17	2.15296e-69
447	37	1.01377e-70
448	3	2.18861e-66
449	65	1.23304e-71
450	76	7.1528e-72
451	2	1.1077e-65
452	35	1.25683e-70
453	27	3.46022e-70
454	37	1.01377e-70
455	10	1.78098e-68
456	4	6.92736e-67
457	80	6.01969e-72
458	7	7.39849e-68
459	86	4.75019e-72
460	26	4.01321e-70
461	9	2.71188e-68
462	89	4.25792e-72
463	36	1.12698e-70
464	66	1.16791e-71
465	59	1.74779e-71
466	50	3.22145e-71
467	67	1.10735e-71
468	76	7.1528e-72
469	16	2.7392e-69
470	10	1.78098e-68
471	42	6.23057e-71
472	21	9.31777e-70
473	73	8.20907e-72
474	23	6.50464e-70
475	7	7.39849e-68
476	16	2.7392e-69
477	69	9.98463e-72
478	85	4.933e-72
479	22	7.75263e-70
480	27	3.46022e-70
481	39	8.27681e-71
482	67	1.10735e-71
483	38	9.14696e-71
484	38	9.14696e-71
485	20	1.13022e-69
486	10	1.78098e-68
487	23	6.50464e-70
488	38	9.14696e-71
489	56	2.11547e-71
490	28	3.00015e-70
491	71	9.03708e-72
492	41	6.83192e-71
493	13	6.25762e-69
494	76	7.1528e-72
495	1	1.77205e-64
496	61	1.54871e-71
497	64	1.30318e-71
498	58	1.8602e-71
499	44	5.21846e-71
500	59	1.74779e-71
501	27	3.46022e-70
502	71	9.03708e-72
503	17	2.15296e-69
504	49	3.47485e-71
505	89	4.25792e-72
506	44	5.21846e-71
507	27	3.46022e-70
508	13	6.25762e-69
509	43	5.69564e-71
510	47	4.06486e-71
511	58	1.8602e-71
512	72	8.60933e-72
513	46	4.40892e-71
514	55	2.26059e-71
515	25	4.68271e-70
516	63	1.37881e-71
517	82	5.54718e-72
518	38	9.14696e-71
519	36	1.12698e-70
520	25	4.68271e-70
521	24	5.49957e-70
522	85	4.933e-72
523	11	1.21773e-68
524	60	1.64424e-71
525	83	5.33072e-72
526	64	1.30318e-71
527	6	1.36976e-67
528	40	7.50996e-71
529	90	4.11059e-72
530	17	2.15296e-69
531	53	2.59259e-71
532	10	1.78098e-68
533	79	6.27772e-72
534	55	2.26059e-71
535	49	3.47485e-71
536	87	4.57715e-72
537	55	2.26059e-71
538	90	4.11059e-72
539	58	1.8602e-71
540	7	7.39849e-68
541	9	2.71188e-68
542	55	2.26059e-71
543	37	1.01377e-70
544	3	2.18861e-66
545	24	5.49957e-70
546	23	6.50464e-70
547	62	1.46045e-71
548	53	2.59259e-71
549	56	2.11547e-71
550	24	5.49957e-70
551	19	1.38486e-69
552	23	6.50464e-70
553	3	2.18861e-66
554	50	3.22145e-71
555	6	1.36976e-67
556	35	1.25683e-70
557	53	2.59259e-71
558	33	1.57935e-70
559	75	7.48266e-72
560	79	6.27772e-72
561	36	1.12698e-70
562	18	1.71599e-69
563	34	1.40638e-70
564	54	2.41912e-71
565	56	2.11547e-71
566	74	7.83415e-72
567	79	6.27772e-72
568	15	3.54041e-69
569	85	4.933e-72
570	65	1.23304e-71
571	9	2.71188e-68
572	50	3.22145e-71
573	63	1.37881e-71
574	15	3.54041e-69
575	89	4.25792e-72
576	79	6.27772e-72
577	70	9.49465e-72
578	30	2.29013e-70
579	83	5.33072e-72
580	61	1.54871e-71
581	42	6.23057e-71
582	90	4.11059e-72
583	76	7.1528e-72
584	20	1.13022e-69
585	60	1.64424e-71
586	81	5.77652e-72
587	84	5.12626e-72
588	79	6.27772e-72
589	79	6.27772e-72
590	8	4.34016e-68
591	70	9.49465e-72
592	89	4.25792e-72
593	81	5.77652e-72
594	8	4.34016e-68
595	2	1.1077e-65
596	48	3.75484e-71
597	63	1.37881e-71
598	89	4.25792e-72
599	21	9.31777e-70
600	54	2.41912e-71
601	24	5.49957e-70
602	45	4.79166e-71
603	60	1.64424e-71
604	21	9.31777e-70
605	15	3.54041e-69
606	41	6.83192e-71
607	60	1.64424e-71
608	79	6.27772e-72
609	22	7.75263e-70
610	17	2.15296e-69
611	70	9.49465e-72
612	54	2.41912e-71
613	69	9.98463e-72
614	10	1.78098e-68
615	75	7.48266e-72
616	71	9.03708e-72
617	65	1.23304e-71
618	20	1.13022e-69
619	55	2.26059e-71
620	24	5.49957e-70
621	30	2.29013e-70
622	53	2.59259e-71
623	12	8.60807e-69
624	16	2.7392e-69
625	11	1.21773e-68
626	30	2.29013e-70
627	7	7.39849e-68
628	61	1.54871e-71
629	49	3.47485e-71
630	88	4.41326e-72
631	30	2.29013e-70
632	30	2.29013e-70
633	39	8.27681e-71
634	66	1.16791e-71
635	48	3.75484e-71
636	59	1.74779e-71
637	36	1.12698e-70
638	46	4.40892e-71
639	1	1.77205e-64
640	31	2.01488e-70
641	35	1.25683e-70
642	84	5.12626e-72
643	82	5.54718e-72
644	60	1.64424e-71
645	87	4.57715e-72
646	38	9.14696e-71
647	38	9.14696e-71
648	46	4.40892e-71
649	34	1.40638e-70
650	28	3.00015e-70
651	35	1.25683e-70
652	11	1.21773e-68
653	75	7.48266e-72
654	23	6.50464e-70
655	69	9.98463e-72
656	76	7.1528e-72
657	2	1.1077e-65
658	5	2.83874e-67
659	81	5.77652e-72
660	57	1.98241e-71
661	55	2.26059e-71
662	9	2.71188e-68
663	24	5.49957e-70
664	4	6.92736e-67
665	23	6.50464e-70
666	47	4.06486e-71
667	70	9.49465e-72
668	48	3.75484e-71
669	69	9.98463e-72
670	74	7.83415e-72
671	83	5.33072e-72
672	47	4.06486e-71
673	34	1.40638e-70
674	87	4.57715e-72
675	72	8.60933e-72
676	9	2.71188e-68
677	7	7.39849e-68
678	34	1.40638e-70
679	59	1.74779e-71
680	50	3.22145e-71
681	75	7.48266e-72
682	85	4.933e-72
683	40	7.50996e-71
684	71	9.03708e-72
685	39	8.27681e-71
686	49	3.47485e-71
687	18	1.71599e-69
688	65	1.23304e-71
689	5	2.83874e-67
690	64	1.30318e-71
691	45	4.79166e-71
692	53	2.59259e-71
693	85	4.933e-72
694	80	6.01969e-72
695	82	5.54718e-72
696	23	6.50464e-70
697	1	1.77205e-64
698	75	7.48266e-72
699	7	7.39849e-68
700	14	4.65872e-69
701	81	5.77652e-72
702	19	1.38486e-69
703	38	9.14696e-71
704	70	9.49465e-72
705	17	2.15296e-69
706	34	1.40638e-70
707	40	7.50996e-71
708	53	2.59259e-71
709	81	5.77652e-72
710	67	1.10735e-71
711	67	1.10735e-71
712	3	2.18861e-66
713	32	1.78029e-70
714	75	7.48266e-72
715	51	2.99162e-71
716	76	7.1528e-72
717	49	3.47485e-71
718	38	9.14696e-71
719	19	1.38486e-69
720	74	7.83415e-72
721	28	3.00015e-70
722	65	1.23304e-71
723	37	1.01377e-70
724	11	1.21773e-68
725	69	9.98463e-72
726	27	3.46022e-70
727	84	5.12626e-72
728	42	6.23057e-71
729	56	2.11547e-71
730	46	4.40892e-71
731	12	8.60807e-69
732	53	2.59259e-71
733	75	7.48266e-72
734	20	1.13022e-69
735	53	2.59259e-71
736	57	1.98241e-71
737	27	3.46022e-70
738	9	2.71188e-68
739	27	3.46022e-70
740	24	5.49957e-70
741	42	6.23057e-71
742	80	6.01969e-72
743	48	3.75484e-71
744	80	6.01969e-72
745	4	6.92736e-67
746	53	2.59259e-71
747	34	1.40638e-70
748	22	7.75263e-70
749	35	1.25683e-70
750	90	4.11059e-72
751	30	2.29013e-70
752	61	1.54871e-71
753	25	4.68271e-70
754	1	1.77205e-64
755	15	3.54041e-69
756	70	9.49465e-72
757	10	1.78098e-68
758	8	4.34016e-68
759	81	5.77652e-72
760	84	5.12626e-72
761	9	2.71188e-68
762	50	3.22145e-71
763	28	3.00015e-70
764	11	1.21773e-68
765	40	7.50996e-71
766	84	5.12626e-72
767	32	1.78029e-70
768	51	2.99162e-71
769	11	1.21773e-68
770	88	4.41326e-72
771	52	2.78276e-71
772	71	9.03708e-72
773	78	6.55175e-72
774	76	7.1528e-72
775	29	2.61484e-70
776	11	1.21773e-68
777	34	1.40638e-70
778	89	4.25792e-72
779	28	3.00015e-70
780	13	6.25762e-69
781	40	7.50996e-71
782	53	2.59259e-71
783	51	2.99162e-71
784	46	4.40892e-71
785	18	1.71599e-69
786	22	7.75263e-70
787	36	1.12698e-70
788	52	2.78276e-71
789	22	7.75263e-70
790	36	1.12698e-70
791	71	9.03708e-72
792	86	4.75019e-72
793	54	2.41912e-71
794	45	4.79166e-71
795	28	3.00015e-70
796	29	2.61484e-70
797	88	4.41326e-72
798	19	1.38486e-69
799	59	1.74779e-71
800	19	1.38486e-69
801	35	1.25683e-70
802	17	2.15296e-69
803	50	3.22145e-71
804	50	3.22145e-71
805	27	3.46022e-70
806	79	6.27772e-72
807	16	2.7392e-69
808	43	5.69564e-71
809	25	4.68271e-70
810	64	1.30318e-71
811	3	2.18861e-66
812	5	2.83874e-67
813	40	7.50996e-71
814	84	5.12626e-72
815	76	7.1528e-72
816	14	4.65872e-69
817	36	1.12698e-70
818	63	1.37881e-71
819	3	2.18861e-66
820	3	2.18861e-66
821	21	9.31777e-70
822	7	7.39849e-68
823	53	2.59259e-71
824	90	4.11059e-72
825	85	4.933e-72
826	20	1.13022e-69
827	26	4.01321e-70
828	88	4.41326e-72
829	87	4.57715e-72
830	74	7.83415e-72
831	9	2.71188e-68
832	16	2.7392e-69
833	4	6.92736e-67
834	67	1.10735e-71
835	35	1.25683e-70
836	10	1.78098e-68
837	90	4.11059e-72
838	48	3.75484e-71
839	53	2.59259e-71
840	10	1.78098e-68
841	65	1.23304e-71
842	46	4.40892e-71
843	18	1.71599e-69
844	21	9.31777e-70
845	61	1.54871e-71
846	66	1.16791e-71
847	8	4.34016e-68
848	32	1.78029e-70
849	86	4.75019e-72
850	53	2.59259e-71
851	43	5.69564e-71
852	9	2.71188e-68
853	20	1.13022e-69
854	28	3.00015e-70
855	82	5.54718e-72
856	8	4.34016e-68
857	90	4.11059e-72
858	73	8.20907e-72
859	16	2.7392e-69
860	45	4.79166e-71
861	18	1.71599e-69
862	34	1.40638e-70
863	36	1.12698e-70
864	53	2.59259e-71
865	69	9.98463e-72
866	89	4.25792e-72
867	5	2.83874e-67
868	18	1.71599e-69
869	52	2.78276e-71
870	16	2.7392e-69
871	54	2.41912e-71
872	39	8.27681e-71
873	16	2.7392e-69
874	26	4.01321e-70
875	89	4.25792e-72
876	60	1.64424e-71
877	31	2.01488e-70
878	31	2.01488e-70
879	44	5.21846e-71
880	9	2.71188e-68
881	27	3.46022e-70
882	83	5.33072e-72
883	89	4.25792e-72
884	79	6.27772e-72
885	61	1.54871e-71
886	56	2.11547e-71
887	66	1.16791e-71
888	49	3.47485e-71
889	70	9.49465e-72
890	1	1.77205e-64
891	58	1.8602e-71
892	2	1.1077e-65
893	18	1.71599e-69
894	48	3.75484e-71
895	73	8.20907e-72
896	2	1.1077e-65
897	35	1.25683e-70
898	61	1.54871e-71
899	84	5.12626e-72
900	35	1.25683e-70
901	51	2.99162e-71
902	24	5.49957e-70
903	14	4.65872e-69
904	28	3.00015e-70
905	69	9.98463e-72
906	26	4.01321e-70
907	33	1.57935e-70
908	71	9.03708e-72
909	62	1.46045e-71
910	42	6.23057e-71
911	49	3.47485e-71
912	19	1.38486e-69
913	29	2.61484e-70
914	16	2.7392e-69
915	29	2.61484e-70
916	20	1.13022e-69
917	71	9.03708e-72
918	49	3.47485e-71
919	53	2.59259e-71
920	81	5.77652e-72
921	46	4.40892e-71
922	63	1.37881e-71
923	20	1.13022e-69
924	67	1.10735e-71
925	17	2.15296e-69
926	74	7.83415e-72
927	48	3.75484e-71
928	69	9.98463e-72
929	54	2.41912e-71
930	23	6.50464e-70
931	63	1.37881e-71
932	2	1.1077e-65
933	20	1.13022e-69
934	63	1.37881e-71
935	66	1.16791e-71
936	13	6.25762e-69
937	83	5.33072e-72
938	86	4.75019e-72
939	52	2.78276e-71
940	56	2.11547e-71
941	55	2.26059e-71
942	84	5.12626e-72
943	12	8.60807e-69
944	65	1.23304e-71
945	45	4.79166e-71
946	46	4.40892e-71
947	62	1.46045e-71
948	66	1.16791e-71
949	68	1.05099e-71
950	4	6.92736e-67
951	14	4.65872e-69
952	42	6.23057e-71
953	34	1.40638e-70
954	11	1.21773e-68
955	84	5.12626e-72
956	30	2.29013e-70
957	76	7.1528e-72
958	23	6.50464e-70
959	67	1.10735e-71
960	41	6.83192e-71
961	78	6.55175e-72
962	76	7.1528e-72
963	28	3.00015e-70
964	35	1.25683e-70
965	77	6.84299e-72
966	29	2.61484e-70
967	50	3.22145e-71
968	6	1.36976e-67
969	83	5.33072e-72
970	60	1.64424e-71
971	68	1.05099e-71
972	19	1.38486e-69
973	28	3.00015e-70
974	5	2.83874e-67
975	26	4.01321e-70
976	60	1.64424e-71
977	13	6.25762e-69
978	71	9.03708e-72
979	88	4.41326e-72
980	47	4.06486e-71
981	61	1.54871e-71
982	12	8.60807e-69
983	64	1.30318e-71
984	46	4.40892e-71
985	15	3.54041e-69
986	51	2.99162e-71
987	11	1.21773e-68
988	10	1.78098e-68
989	43	5.69564e-71
990	19	1.38486e-69
991	72	8.60933e-72
992	75	7.48266e-72
993	31	2.01488e-70
994	25	4.68271e-70
995	1	1.77205e-64
996	34	1.40638e-70
997	21	9.31777e-70
998	79	6.27772e-72
999	88	4.41326e-72
1000	44	5.21846e-71
1001	28	3.00015e-70
1002	55	2.26059e-71
1003	69	9.98463e-72
1004	8	4.34016e-68
1005	67	1.10735e-71
1006	75	7.48266e-72
1007	22	7.75263e-70
1008	26	4.01321e-70
1009	89	4.25792e-72
1010	38	9.14696e-71
1011	10	1.78098e-68
1012	35	1.25683e-70
1013	59	1.74779e-71
1014	8	4.34016e-68
1015	55	2.26059e-71
1016	26	4.01321e-70
1017	14	4.65872e-69
1018	11	1.21773e-68
1019	54	2.41912e-71
1020	51	2.99162e-71
1021	31	2.01488e-70
1022	24	5.49957e-70
1023	67	1.10735e-71
1024	47	4.06486e-71
1025	31	2.01488e-70
1026	75	7.48266e-72
1027	17	2.15296e-69
1028	35	1.25683e-70
1029	16	2.7392e-69
1030	24	5.49957e-70
1031	79	6.27772e-72
1032	76	7.1528e-72
1033	70	9.49465e-72
1034	15	3.54041e-69
1035	26	4.01321e-70
1036	3	2.18861e-66
1037	24	5.49957e-70
1038	73	8.20907e-72
1039	78	6.55175e-72
1040	76	7.1528e-72
1041	25	4.68271e-70
1042	39	8.27681e-71
1043	4	6.92736e-67
1044	17	2.15296e-69
1045	89	4.25792e-72
1046	82	5.54718e-72
1047	3	2.18861e-66
1048	71	9.03708e-72
1049	74	7.83415e-72
1050	55	2.26059e-71
1051	42	6.23057e-71
1052	71	9.03708e-72
1053	67	1.10735e-71
1054	68	1.05099e-71
1055	41	6.83192e-71
1056	59	1.74779e-71
1057	43	5.69564e-71
1058	3	2.18861e-66
1059	26	4.01321e-70
1060	23	6.50464e-70
1061	83	5.33072e-72
1062	25	4.68271e-70
1063	36	1.12698e-70
1064	52	2.78276e-71
1065	72	8.60933e-72
1066	54	2.41912e-71
1067	51	2.99162e-71
1068	86	4.75019e-72
1069	16	2.7392e-69
1070	65	1.23304e-71
1071	37	1.01377e-70
1072	22	7.75263e-70
1073	49	3.47485e-71
1074	39	8.27681e-71
1075	27	3.46022e-70
1076	38	9.14696e-71
1077	26	4.01321e-70
1078	75	7.48266e-72
1079	48	3.75484e-71
1080	13	6.25762e-69
1081	64	1.30318e-71
1082	7	7.39849e-68
1083	62	1.46045e-71
1084	83	5.33072e-72
1085	87	4.57715e-72
1086	24	5.49957e-70
1087	84	5.12626e-72
1088	53	2.59259e-71
1089	32	1.78029e-70
1090	14	4.65872e-69
1091	74	7.83415e-72
1092	30	2.29013e-70
1093	32	1.78029e-70
1094	66	1.16791e-71
1095	38	9.14696e-71
1096	29	2.61484e-70
1097	75	7.48266e-72
1098	88	4.41326e-72
1099	30	2.29013e-70
1100	11	1.21773e-68
1101	58	1.8602e-71
1102	56	2.11547e-71
1103	65	1.23304e-71
1104	80	6.01969e-72
1105	47	4.06486e-71
1106	51	2.99162e-71
1107	51	2.99162e-71
1108	32	1.78029e-70
1109	18	1.71599e-69
1110	72	8.60933e-72
1111	25	4.68271e-70
1112	77	6.84299e-72
1113	70	9.49465e-72
1114	72	8.60933e-72
1115	3	2.18861e-66
1116	75	7.48266e-72
1117	89	4.25792e-72
1118	11	1.21773e-68
1119	7	7.39849e-68
1120	53	2.59259e-71
1121	17	2.15296e-69
1122	64	1.30318e-71
1123	35	1.25683e-70
1124	83	5.33072e-72
1125	76	7.1528e-72
1126	33	1.57935e-70
1127	12	8.60807e-69
1128	34	1.40638e-70
1129	10	1.78098e-68
1130	59	1.74779e-71
1131	59	1.74779e-71
1132	23	6.50464e-70
1133	20	1.13022e-69
1134	78	6.55175e-72
1135	76	7.1528e-72
1136	33	1.57935e-70
1137	13	6.25762e-69
1138	58	1.8602e-71
1139	21	9.31777e-70
1140	78	6.55175e-72
1141	2	1.1077e-65
1142	22	7.75263e-70
1143	75	7.48266e-72
1144	53	2.59259e-71
1145	56	2.11547e-71
1146	57	1.98241e-71
1147	80	6.01969e-72
1148	85	4.933e-72
1149	34	1.40638e-70
1150	82	5.54718e-72
1151	43	5.69564e-71
