time 	 generated degree 	 dcx value
348	55	2.26059e-73
349	2	1.1077e-67
350	67	1.10735e-73
351	81	5.77652e-74
352	15	3.54041e-71
353	55	2.26059e-73
354	78	6.55175e-74
355	81	5.77652e-74
356	33	1.57935e-72
357	88	4.41326e-74
358	35	1.25683e-72
359	8	4.34016e-70
360	76	7.1528e-74
361	69	9.98463e-74
362	63	1.37881e-73
363	86	4.75019e-74
364	66	1.16791e-73
365	68	1.05099e-73
366	45	4.79166e-73
367	9	2.71188e-70
368	80	6.01969e-74
369	15	3.54041e-71
370	24	5.49957e-72
371	69	9.98463e-74
372	13	6.25762e-71
373	83	5.33072e-74
374	25	4.68271e-72
375	43	5.69564e-73
376	18	1.71599e-71
377	2	1.1077e-67
378	48	3.75484e-73
379	8	4.34016e-70
380	16	2.7392e-71
381	62	1.46045e-73
382	89	4.25792e-74
383	28	3.00015e-72
384	64	1.30318e-73
385	49	3.47485e-73
386	34	1.40638e-72
387	77	6.84299e-74
388	74	7.83415e-74
389	41	6.83192e-73
390	22	7.75263e-72
391	84	5.12626e-74
392	39	8.27681e-73
393	31	2.01488e-72
394	33	1.57935e-72
395	63	1.37881e-73
396	57	1.98241e-73
397	31	2.01488e-72
398	16	2.7392e-71
399	43	5.69564e-73
400	19	1.38486e-71
401	65	1.23304e-73
402	69	9.98463e-74
403	12	8.60807e-71
404	18	1.71599e-71
405	61	1.54871e-73
406	57	1.98241e-73
407	85	4.933e-74
408	82	5.54718e-74
409	62	1.46045e-73
410	21	9.31777e-72
411	20	1.13022e-71
412	45	4.79166e-73
413	10	1.78098e-70
414	79	6.27772e-74
415	43	5.69564e-73
416	81	5.77652e-74
417	67	1.10735e-73
418	57	1.98241e-73
419	34	1.40638e-72
420	42	6.23057e-73
421	12	8.60807e-71
422	20	1.13022e-71
423	90	4.11059e-74
424	31	2.01488e-72
425	41	6.83192e-73
426	29	2.61484e-72
427	44	5.21846e-73
428	24	5.49957e-72
429	51	2.99162e-73
430	76	7.1528e-74
431	3	2.18861e-68
432	20	1.13022e-71
433	79	6.27772e-74
434	32	1.78029e-72
435	51	2.99162e-73
436	81	5.77652e-74
437	74	7.83415e-74
438	9	2.71188e-70
439	43	5.69564e-73
440	38	9.14696e-73
441	86	4.75019e-74
442	13	6.25762e-71
443	45	4.79166e-73
444	72	8.60933e-74
445	44	5.21846e-73
446	5	2.83874e-69
447	38	9.14696e-73
448	41	6.83192e-73
449	83	5.33072e-74
450	90	4.11059e-74
451	67	1.10735e-73
452	16	2.7392e-71
453	84	5.12626e-74
454	44	5.21846e-73
455	29	2.61484e-72
456	62	1.46045e-73
457	16	2.7392e-71
458	4	6.92736e-69
459	29	2.61484e-72
460	24	5.49957e-72
461	40	7.50996e-73
462	41	6.83192e-73
463	8	4.34016e-70
464	22	7.75263e-72
465	8	4.34016e-70
466	17	2.15296e-71
467	57	1.98241e-73
468	73	8.20907e-74
469	31	2.01488e-72
470	32	1.78029e-72
471	20	1.13022e-71
472	41	6.83192e-73
473	17	2.15296e-71
474	9	2.71188e-70
475	82	5.54718e-74
476	9	2.71188e-70
477	53	2.59259e-73
478	46	4.40892e-73
479	19	1.38486e-71
480	68	1.05099e-73
481	22	7.75263e-72
482	57	1.98241e-73
483	58	1.8602e-73
484	29	2.61484e-72
485	13	6.25762e-71
486	74	7.83415e-74
487	64	1.30318e-73
488	38	9.14696e-73
489	84	5.12626e-74
490	22	7.75263e-72
491	35	1.25683e-72
492	58	1.8602e-73
493	90	4.11059e-74
494	27	3.46022e-72
495	18	1.71599e-71
496	79	6.27772e-74
497	70	9.49465e-74
498	48	3.75484e-73
499	43	5.69564e-73
500	72	8.60933e-74
501	51	2.99162e-73
502	31	2.01488e-72
503	79	6.27772e-74
504	61	1.54871e-73
505	36	1.12698e-72
506	35	1.25683e-72
507	1	1.77205e-66
508	28	3.00015e-72
509	90	4.11059e-74
510	38	9.14696e-73
511	72	8.60933e-74
512	75	7.48266e-74
513	70	9.49465e-74
514	64	1.30318e-73
515	60	1.64424e-73
516	84	5.12626e-74
517	70	9.49465e-74
518	59	1.74779e-73
519	62	1.46045e-73
520	77	6.84299e-74
521	6	1.36976e-69
522	28	3.00015e-72
523	35	1.25683e-72
524	42	6.23057e-73
525	71	9.03708e-74
526	13	6.25762e-71
527	80	6.01969e-74
528	73	8.20907e-74
529	64	1.30318e-73
530	88	4.41326e-74
531	25	4.68271e-72
532	42	6.23057e-73
533	26	4.01321e-72
534	69	9.98463e-74
535	8	4.34016e-70
536	36	1.12698e-72
537	5	2.83874e-69
538	63	1.37881e-73
539	57	1.98241e-73
540	25	4.68271e-72
541	15	3.54041e-71
542	25	4.68271e-72
543	14	4.65872e-71
544	1	1.77205e-66
545	2	1.1077e-67
546	24	5.49957e-72
547	90	4.11059e-74
548	75	7.48266e-74
549	71	9.03708e-74
550	72	8.60933e-74
551	75	7.48266e-74
552	46	4.40892e-73
553	58	1.8602e-73
554	18	1.71599e-71
555	77	6.84299e-74
556	34	1.40638e-72
557	2	1.1077e-67
558	24	5.49957e-72
559	43	5.69564e-73
560	87	4.57715e-74
561	57	1.98241e-73
562	71	9.03708e-74
563	17	2.15296e-71
564	13	6.25762e-71
565	33	1.57935e-72
566	34	1.40638e-72
567	90	4.11059e-74
568	29	2.61484e-72
569	68	1.05099e-73
570	24	5.49957e-72
571	83	5.33072e-74
572	80	6.01969e-74
573	31	2.01488e-72
574	51	2.99162e-73
575	19	1.38486e-71
576	8	4.34016e-70
577	11	1.21773e-70
578	10	1.78098e-70
579	39	8.27681e-73
580	47	4.06486e-73
581	35	1.25683e-72
582	60	1.64424e-73
583	65	1.23304e-73
584	42	6.23057e-73
585	82	5.54718e-74
586	40	7.50996e-73
587	18	1.71599e-71
588	53	2.59259e-73
589	67	1.10735e-73
590	51	2.99162e-73
591	68	1.05099e-73
592	1	1.77205e-66
593	21	9.31777e-72
594	67	1.10735e-73
595	70	9.49465e-74
596	32	1.78029e-72
597	62	1.46045e-73
598	39	8.27681e-73
599	34	1.40638e-72
600	68	1.05099e-73
601	56	2.11547e-73
602	33	1.57935e-72
603	46	4.40892e-73
604	80	6.01969e-74
605	24	5.49957e-72
606	38	9.14696e-73
607	46	4.40892e-73
608	82	5.54718e-74
609	48	3.75484e-73
610	48	3.75484e-73
611	39	8.27681e-73
612	1	1.77205e-66
613	56	2.11547e-73
614	51	2.99162e-73
615	25	4.68271e-72
616	33	1.57935e-72
617	84	5.12626e-74
618	69	9.98463e-74
619	56	2.11547e-73
620	59	1.74779e-73
621	71	9.03708e-74
622	86	4.75019e-74
623	80	6.01969e-74
624	12	8.60807e-71
625	74	7.83415e-74
626	90	4.11059e-74
627	52	2.78276e-73
628	33	1.57935e-72
629	82	5.54718e-74
630	10	1.78098e-70
631	66	1.16791e-73
632	37	1.01377e-72
633	13	6.25762e-71
634	81	5.77652e-74
635	73	8.20907e-74
636	43	5.69564e-73
637	81	5.77652e-74
638	50	3.22145e-73
639	78	6.55175e-74
640	54	2.41912e-73
641	3	2.18861e-68
642	32	1.78029e-72
643	71	9.03708e-74
644	76	7.1528e-74
645	54	2.41912e-73
646	68	1.05099e-73
647	79	6.27772e-74
648	86	4.75019e-74
649	51	2.99162e-73
650	28	3.00015e-72
651	75	7.48266e-74
652	84	5.12626e-74
653	15	3.54041e-71
654	72	8.60933e-74
655	3	2.18861e-68
656	46	4.40892e-73
657	20	1.13022e-71
658	23	6.50464e-72
659	67	1.10735e-73
660	21	9.31777e-72
661	38	9.14696e-73
662	10	1.78098e-70
663	35	1.25683e-72
664	25	4.68271e-72
665	55	2.26059e-73
666	14	4.65872e-71
667	19	1.38486e-71
668	7	7.39849e-70
669	14	4.65872e-71
670	44	5.21846e-73
671	70	9.49465e-74
672	86	4.75019e-74
673	90	4.11059e-74
674	57	1.98241e-73
675	66	1.16791e-73
676	78	6.55175e-74
677	41	6.83192e-73
678	15	3.54041e-71
679	66	1.16791e-73
680	71	9.03708e-74
681	63	1.37881e-73
682	4	6.92736e-69
683	67	1.10735e-73
684	54	2.41912e-73
685	75	7.48266e-74
686	85	4.933e-74
687	43	5.69564e-73
688	88	4.41326e-74
689	32	1.78029e-72
690	58	1.8602e-73
691	10	1.78098e-70
692	35	1.25683e-72
693	41	6.83192e-73
694	85	4.933e-74
695	67	1.10735e-73
696	76	7.1528e-74
697	30	2.29013e-72
698	26	4.01321e-72
699	25	4.68271e-72
700	74	7.83415e-74
701	6	1.36976e-69
702	42	6.23057e-73
703	90	4.11059e-74
704	56	2.11547e-73
705	42	6.23057e-73
706	38	9.14696e-73
707	28	3.00015e-72
708	33	1.57935e-72
709	50	3.22145e-73
710	9	2.71188e-70
711	38	9.14696e-73
712	52	2.78276e-73
713	78	6.55175e-74
714	25	4.68271e-72
715	43	5.69564e-73
716	53	2.59259e-73
717	63	1.37881e-73
718	32	1.78029e-72
719	64	1.30318e-73
720	63	1.37881e-73
721	44	5.21846e-73
722	82	5.54718e-74
723	63	1.37881e-73
724	51	2.99162e-73
725	37	1.01377e-72
726	22	7.75263e-72
727	6	1.36976e-69
728	59	1.74779e-73
729	7	7.39849e-70
730	6	1.36976e-69
731	31	2.01488e-72
732	56	2.11547e-73
733	54	2.41912e-73
734	33	1.57935e-72
735	44	5.21846e-73
736	13	6.25762e-71
737	6	1.36976e-69
738	53	2.59259e-73
739	78	6.55175e-74
740	78	6.55175e-74
741	46	4.40892e-73
742	59	1.74779e-73
743	86	4.75019e-74
744	34	1.40638e-72
745	81	5.77652e-74
746	23	6.50464e-72
747	47	4.06486e-73
748	48	3.75484e-73
749	59	1.74779e-73
750	5	2.83874e-69
751	46	4.40892e-73
752	13	6.25762e-71
753	9	2.71188e-70
754	60	1.64424e-73
755	66	1.16791e-73
756	83	5.33072e-74
757	3	2.18861e-68
758	37	1.01377e-72
759	29	2.61484e-72
760	13	6.25762e-71
761	90	4.11059e-74
762	31	2.01488e-72
763	84	5.12626e-74
764	87	4.57715e-74
765	85	4.933e-74
766	75	7.48266e-74
767	38	9.14696e-73
768	6	1.36976e-69
769	1	1.77205e-66
770	53	2.59259e-73
771	44	5.21846e-73
772	39	8.27681e-73
773	45	4.79166e-73
774	72	8.60933e-74
775	38	9.14696e-73
776	80	6.01969e-74
777	59	1.74779e-73
778	61	1.54871e-73
779	5	2.83874e-69
780	65	1.23304e-73
781	75	7.48266e-74
782	11	1.21773e-70
783	31	2.01488e-72
784	49	3.47485e-73
785	46	4.40892e-73
786	13	6.25762e-71
787	85	4.933e-74
788	24	5.49957e-72
789	67	1.10735e-73
790	58	1.8602e-73
791	34	1.40638e-72
792	84	5.12626e-74
793	14	4.65872e-71
794	52	2.78276e-73
795	65	1.23304e-73
796	71	9.03708e-74
797	16	2.7392e-71
798	39	8.27681e-73
799	26	4.01321e-72
800	70	9.49465e-74
801	50	3.22145e-73
802	62	1.46045e-73
803	49	3.47485e-73
804	90	4.11059e-74
805	44	5.21846e-73
806	21	9.31777e-72
807	88	4.41326e-74
808	22	7.75263e-72
809	56	2.11547e-73
810	22	7.75263e-72
811	58	1.8602e-73
812	66	1.16791e-73
813	44	5.21846e-73
814	5	2.83874e-69
815	34	1.40638e-72
816	81	5.77652e-74
817	39	8.27681e-73
818	20	1.13022e-71
819	29	2.61484e-72
820	58	1.8602e-73
821	69	9.98463e-74
822	66	1.16791e-73
823	15	3.54041e-71
824	85	4.933e-74
825	35	1.25683e-72
826	15	3.54041e-71
827	67	1.10735e-73
828	88	4.41326e-74
829	46	4.40892e-73
830	80	6.01969e-74
831	89	4.25792e-74
832	80	6.01969e-74
833	20	1.13022e-71
834	49	3.47485e-73
835	8	4.34016e-70
836	61	1.54871e-73
837	65	1.23304e-73
838	1	1.77205e-66
839	46	4.40892e-73
840	71	9.03708e-74
841	60	1.64424e-73
842	36	1.12698e-72
843	87	4.57715e-74
844	54	2.41912e-73
845	1	1.77205e-66
846	63	1.37881e-73
847	66	1.16791e-73
848	58	1.8602e-73
849	66	1.16791e-73
850	20	1.13022e-71
851	72	8.60933e-74
852	56	2.11547e-73
853	75	7.48266e-74
854	10	1.78098e-70
855	13	6.25762e-71
856	88	4.41326e-74
857	17	2.15296e-71
858	86	4.75019e-74
859	48	3.75484e-73
860	44	5.21846e-73
861	75	7.48266e-74
862	18	1.71599e-71
863	31	2.01488e-72
864	20	1.13022e-71
865	53	2.59259e-73
866	79	6.27772e-74
867	16	2.7392e-71
868	3	2.18861e-68
869	22	7.75263e-72
870	76	7.1528e-74
871	62	1.46045e-73
872	78	6.55175e-74
873	67	1.10735e-73
874	86	4.75019e-74
875	37	1.01377e-72
876	44	5.21846e-73
877	2	1.1077e-67
878	62	1.46045e-73
879	62	1.46045e-73
880	17	2.15296e-71
881	8	4.34016e-70
882	87	4.57715e-74
883	48	3.75484e-73
884	78	6.55175e-74
885	72	8.60933e-74
886	42	6.23057e-73
887	53	2.59259e-73
888	32	1.78029e-72
889	16	2.7392e-71
890	38	9.14696e-73
891	67	1.10735e-73
892	67	1.10735e-73
893	35	1.25683e-72
894	75	7.48266e-74
895	64	1.30318e-73
896	88	4.41326e-74
897	51	2.99162e-73
898	50	3.22145e-73
899	2	1.1077e-67
900	65	1.23304e-73
901	34	1.40638e-72
902	22	7.75263e-72
903	21	9.31777e-72
904	59	1.74779e-73
905	30	2.29013e-72
906	23	6.50464e-72
907	54	2.41912e-73
908	32	1.78029e-72
909	59	1.74779e-73
910	57	1.98241e-73
911	20	1.13022e-71
912	48	3.75484e-73
913	9	2.71188e-70
914	38	9.14696e-73
915	49	3.47485e-73
916	66	1.16791e-73
917	31	2.01488e-72
918	19	1.38486e-71
919	43	5.69564e-73
920	19	1.38486e-71
921	38	9.14696e-73
922	47	4.06486e-73
923	13	6.25762e-71
924	15	3.54041e-71
925	71	9.03708e-74
926	65	1.23304e-73
927	18	1.71599e-71
928	62	1.46045e-73
929	10	1.78098e-70
930	35	1.25683e-72
931	19	1.38486e-71
932	86	4.75019e-74
933	37	1.01377e-72
934	64	1.30318e-73
935	60	1.64424e-73
936	28	3.00015e-72
937	9	2.71188e-70
938	18	1.71599e-71
939	35	1.25683e-72
940	78	6.55175e-74
941	74	7.83415e-74
942	16	2.7392e-71
943	73	8.20907e-74
944	66	1.16791e-73
945	79	6.27772e-74
946	38	9.14696e-73
947	67	1.10735e-73
948	58	1.8602e-73
949	11	1.21773e-70
950	28	3.00015e-72
951	90	4.11059e-74
952	74	7.83415e-74
953	42	6.23057e-73
954	33	1.57935e-72
955	26	4.01321e-72
956	12	8.60807e-71
957	59	1.74779e-73
958	77	6.84299e-74
959	20	1.13022e-71
960	87	4.57715e-74
961	49	3.47485e-73
962	30	2.29013e-72
963	13	6.25762e-71
964	76	7.1528e-74
965	32	1.78029e-72
966	2	1.1077e-67
967	74	7.83415e-74
968	54	2.41912e-73
969	10	1.78098e-70
970	42	6.23057e-73
971	34	1.40638e-72
972	18	1.71599e-71
973	42	6.23057e-73
974	17	2.15296e-71
975	52	2.78276e-73
976	34	1.40638e-72
977	45	4.79166e-73
978	18	1.71599e-71
979	81	5.77652e-74
980	20	1.13022e-71
981	38	9.14696e-73
982	46	4.40892e-73
983	32	1.78029e-72
984	23	6.50464e-72
985	12	8.60807e-71
986	46	4.40892e-73
987	89	4.25792e-74
988	48	3.75484e-73
989	33	1.57935e-72
990	17	2.15296e-71
991	63	1.37881e-73
992	81	5.77652e-74
993	44	5.21846e-73
994	69	9.98463e-74
995	2	1.1077e-67
996	86	4.75019e-74
997	33	1.57935e-72
998	36	1.12698e-72
999	71	9.03708e-74
1000	60	1.64424e-73
1001	88	4.41326e-74
1002	2	1.1077e-67
1003	87	4.57715e-74
1004	2	1.1077e-67
1005	24	5.49957e-72
1006	56	2.11547e-73
1007	4	6.92736e-69
1008	73	8.20907e-74
1009	23	6.50464e-72
1010	86	4.75019e-74
1011	85	4.933e-74
1012	5	2.83874e-69
1013	85	4.933e-74
1014	38	9.14696e-73
1015	19	1.38486e-71
1016	81	5.77652e-74
1017	1	1.77205e-66
1018	8	4.34016e-70
1019	31	2.01488e-72
1020	31	2.01488e-72
1021	19	1.38486e-71
1022	6	1.36976e-69
1023	3	2.18861e-68
1024	4	6.92736e-69
1025	53	2.59259e-73
1026	38	9.14696e-73
1027	61	1.54871e-73
1028	43	5.69564e-73
1029	3	2.18861e-68
1030	80	6.01969e-74
1031	50	3.22145e-73
1032	90	4.11059e-74
1033	69	9.98463e-74
1034	62	1.46045e-73
1035	9	2.71188e-70
1036	55	2.26059e-73
1037	61	1.54871e-73
1038	40	7.50996e-73
1039	10	1.78098e-70
1040	89	4.25792e-74
1041	88	4.41326e-74
1042	56	2.11547e-73
1043	19	1.38486e-71
1044	64	1.30318e-73
1045	48	3.75484e-73
1046	67	1.10735e-73
1047	90	4.11059e-74
1048	72	8.60933e-74
1049	7	7.39849e-70
1050	64	1.30318e-73
1051	6	1.36976e-69
1052	49	3.47485e-73
1053	1	1.77205e-66
1054	65	1.23304e-73
1055	90	4.11059e-74
1056	9	2.71188e-70
1057	70	9.49465e-74
1058	3	2.18861e-68
1059	86	4.75019e-74
1060	31	2.01488e-72
1061	61	1.54871e-73
1062	84	5.12626e-74
1063	59	1.74779e-73
1064	81	5.77652e-74
1065	35	1.25683e-72
1066	78	6.55175e-74
1067	21	9.31777e-72
1068	11	1.21773e-70
1069	56	2.11547e-73
1070	9	2.71188e-70
1071	3	2.18861e-68
1072	55	2.26059e-73
1073	40	7.50996e-73
1074	82	5.54718e-74
1075	35	1.25683e-72
1076	71	9.03708e-74
1077	66	1.16791e-73
1078	67	1.10735e-73
1079	53	2.59259e-73
1080	73	8.20907e-74
1081	49	3.47485e-73
1082	4	6.92736e-69
1083	40	7.50996e-73
1084	9	2.71188e-70
1085	8	4.34016e-70
1086	68	1.05099e-73
1087	61	1.54871e-73
1088	77	6.84299e-74
1089	10	1.78098e-70
1090	10	1.78098e-70
1091	84	5.12626e-74
1092	49	3.47485e-73
1093	32	1.78029e-72
1094	90	4.11059e-74
1095	76	7.1528e-74
1096	43	5.69564e-73
1097	73	8.20907e-74
1098	46	4.40892e-73
1099	56	2.11547e-73
1100	35	1.25683e-72
1101	22	7.75263e-72
1102	59	1.74779e-73
1103	1	1.77205e-66
1104	21	9.31777e-72
1105	53	2.59259e-73
1106	65	1.23304e-73
1107	8	4.34016e-70
1108	11	1.21773e-70
1109	15	3.54041e-71
1110	19	1.38486e-71
1111	61	1.54871e-73
1112	32	1.78029e-72
1113	63	1.37881e-73
1114	5	2.83874e-69
1115	42	6.23057e-73
1116	43	5.69564e-73
1117	26	4.01321e-72
1118	90	4.11059e-74
1119	38	9.14696e-73
1120	45	4.79166e-73
1121	83	5.33072e-74
1122	2	1.1077e-67
1123	77	6.84299e-74
1124	73	8.20907e-74
1125	42	6.23057e-73
1126	40	7.50996e-73
1127	42	6.23057e-73
1128	30	2.29013e-72
1129	73	8.20907e-74
1130	14	4.65872e-71
1131	64	1.30318e-73
1132	48	3.75484e-73
1133	44	5.21846e-73
1134	43	5.69564e-73
1135	7	7.39849e-70
1136	1	1.77205e-66
1137	11	1.21773e-70
1138	32	1.78029e-72
1139	37	1.01377e-72
1140	81	5.77652e-74
1141	52	2.78276e-73
1142	58	1.8602e-73
1143	53	2.59259e-73
1144	23	6.50464e-72
1145	34	1.40638e-72
1146	39	8.27681e-73
1147	79	6.27772e-74
1148	53	2.59259e-73
1149	34	1.40638e-72
1150	79	6.27772e-74
1151	70	9.49465e-74
